LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 15709, 3228, 44.229721019797566, 28.90625, 27.739362756761043,
1, 15708, 5815, 41.768525592055006, 37.5, 31.927007299270077,
2, 15708, 5815, 41.768525592055006, 37.5, 31.927007299270077,
3, 15708, 5815, 41.768525592055006, 37.5, 31.927007299270077,
4, 15708, 5815, 41.768525592055006, 37.5, 31.927007299270077,
5, 3497, 0, 100.88647412067486, 75.0, 45.475638051044086,
6, 5289, 0, 115.03119682359615, 90.0, 51.34177215189874,
7, 1222, 0, 34.41080196399346, 25.0, 15.574074074074073,
8, 5289, 0, 115.03119682359615, 90.0, 51.34177215189874,
9, 5289, 0, 115.03119682359615, 90.0, 51.34177215189874,
10, 5779, 0, 61.048624329468765, 90.0, 25.02127659574468,
11, 9467, 0, 54.758635259321856, 100.0, 22.052067381317006,
12, 1213, 0, 37.09810387469085, 50.0, 15.326975476839236,
13, 9467, 0, 54.758635259321856, 100.0, 22.052067381317006,
14, 9467, 0, 54.758635259321856, 100.0, 22.052067381317006,
15, 15515, 0, 22.739284563325814, 100.0, 8.781362007168452,
16, 69798, 40495, 5.157740909481647, 100.0, 4.681647940074907,
17, 1783, 0, 28.71564778463264, 100.0, 11.169284467713787,
18, 69798, 40495, 5.157740909481647, 100.0, 4.681647940074907,
19, 69798, 40495, 5.157740909481647, 100.0, 4.681647940074907,
20, 6127, 0, 0.510037538762853, 97.65625, 0.19148284313725492,
